0.0, 0.01
0.00712647369748, 0.02
0.0213793528079, 0.03
0.0444584055335, 0.04
0.0765979227451, 0.05
0.118031965656, 0.06
0.168981009176, 0.07
0.229502389376, 0.08
0.299653189541, 0.09
0.379490235798, 0.1
0.468994239277, 0.11
0.568081836488, 0.12
0.676669434867, 0.13
0.794688124078, 0.14
0.922069173193, 0.15
1.05874324732, 0.16
1.20463653893, 0.17
1.35967503723, 0.18
1.52378453374, 0.19
1.69689062783, 0.2
1.87893267879, 0.21
2.06985965424, 0.22
2.26962033326, 0.23
2.4781633102, 0.24
2.69543699838, 0.25
2.92138963385, 0.26
3.15596927917, 0.27
3.39912260735, 0.28
3.65079589942, 0.29
3.91093527508, 0.3
4.17948669656, 0.31
4.45639597234, 0.32
4.74160876099, 0.33
5.03507057493, 0.34
5.33672678416, 0.35
5.64652262002, 0.36
5.96441591827, 0.37
6.29037163375, 0.38
6.62435457572, 0.39
6.96632941023, 0.4
7.31625421045, 0.41
7.67404756105, 0.42
8.03962795506, 0.43
8.4129878632, 0.44
8.79417509846, 0.45
9.18317701822, 0.46
9.5798549044, 0.47
9.98409571623, 0.48
10.395825452, 0.49
10.8149700381, 0.5
11.2414664599, 0.51
11.675262474, 0.52
12.1163057529, 0.53
12.5645399548, 0.54
13.0199062127, 0.55
13.4823455929, 0.56
13.951799098, 0.57
14.4282076707, 0.58
14.911512197, 0.59
15.4016535097, 0.6
15.8985723916, 0.61
16.402209579, 0.62
16.912505765, 0.63
17.4294016026, 0.64
17.9528377083, 0.65
18.4827546647, 0.66
19.0190930242, 0.67
19.5617933123, 0.68
20.1107960299, 0.69
20.6660416573, 0.7
21.2274706566, 0.71
21.7950234752, 0.72
22.3686405485, 0.73
22.9482623029, 0.74
23.533825954, 0.75
24.1252563666, 0.76
24.7224784302, 0.77
25.3254170623, 0.78
25.934008804, 0.79
26.5482115334, 0.8
27.1679831126, 0.81
27.7932813888, 0.82
28.4240444938, 0.83
29.0601907529, 0.84
29.7016385503, 0.85
30.3483063335, 0.86
31.000112616, 0.87
31.6569759811, 0.88
32.3188163047, 0.89
32.9855553936, 0.9
33.657115128, 0.91
34.3334174649, 0.92
35.0143844405, 0.93
35.6999381733, 0.94
36.390015377, 0.95
37.0845538017, 0.96
37.7834912586, 0.97
38.4867674476, 0.98
39.194324819, 0.99
39.9061058818, 1.0
40.6220290425, 1.01
41.3420080467, 1.02
42.0659567609, 1.03
42.7937891751, 1.04
43.5254194054, 1.05
44.2607616962, 1.06
44.9997304226, 1.07
45.7422400929, 1.08
46.4882053509, 1.09
47.2375407493, 1.1
47.9901609693, 1.11
48.7459808338, 1.12
49.50491531, 1.13
50.2668795113, 1.14
51.0317886986, 1.15
51.7995582827, 1.16
52.5701038256, 1.17
53.3432507236, 1.18
54.118816995, 1.19
54.8966210192, 1.2
55.6763288769, 1.21
56.4575449045, 1.22
57.2398740384, 1.23
58.0229217818, 1.24
58.8063576226, 1.25
59.5899066819, 1.26
60.3732946593, 1.27
61.1562941393, 1.28
61.9387751089, 1.29
62.7206078285, 1.3
63.5016628307, 1.31
64.2818109186, 1.32
65.0609467253, 1.33
65.8389880994, 1.34
66.6158530584, 1.35
67.3914597882, 1.36
68.1641338346, 1.37
68.9338899364, 1.38
69.700742703, 1.39
70.4647066156, 1.4
71.2257960293, 1.41
71.9840251735, 1.42
72.7394081544, 1.43
73.4919589557, 1.44
74.2416914403, 1.45
74.9886193513, 1.46
75.7327563139, 1.47
76.4741158363, 1.48
77.212711311, 1.49
77.9485560163, 1.5
78.6816631177, 1.51
79.4120456685, 1.52
80.1397166116, 1.53
80.8646887808, 1.54
81.5869749015, 1.55
82.3065875921, 1.56
83.0235393656, 1.57
83.7378426298, 1.58
84.4495096896, 1.59
85.1585527469, 1.6
85.8649839028, 1.61
86.5688151581, 1.62
87.2700584142, 1.63
87.9687254747, 1.64
88.6648280462, 1.65
89.3583777391, 1.66
90.0493860691, 1.67
90.7378644577, 1.68
91.4238242335, 1.69
92.1072766332, 1.7
92.7882328023, 1.71
93.4667037964, 1.72
94.1427005816, 1.73
94.8162340362, 1.74
95.487314951, 1.75
96.1559540304, 1.76
96.8221618932, 1.77
97.4859490737, 1.78
98.1473260225, 1.79
98.806303107, 1.8
99.4628906128, 1.81
100.117098744, 1.82
100.768937625, 1.83
101.4184173, 1.84
102.065547733, 1.85
102.710338814, 1.86
103.352800351, 1.87
103.992942079, 1.88
104.630773656, 1.89
105.266304665, 1.9
105.899544615, 1.91
106.530502942, 1.92
107.159189008, 1.93
107.785612105, 1.94
108.409781452, 1.95
109.031706197, 1.96
109.651395421, 1.97
110.268858131, 1.98
110.884103271, 1.99
111.497139713, 2.0
112.107976263, 2.01
112.716621661, 2.02
113.323084581, 2.03
113.92737363, 2.04
114.529497351, 2.05
115.129464226, 2.06
115.727282669, 2.07
116.322961033, 2.08
116.91650761, 2.09
117.507930629, 2.1
118.097238258, 2.11
118.684438603, 2.12
119.269539714, 2.13
119.852549578, 2.14
120.433476124, 2.15
121.012327224, 2.16
121.589110691, 2.17
122.163834281, 2.18
122.736505693, 2.19
123.307132571, 2.2
123.875722501, 2.21
124.442283018, 2.22
125.006821597, 2.23
125.569345664, 2.24
126.129862588, 2.25
126.688379685, 2.26
127.24490422, 2.27
127.799443406, 2.28
128.352004401, 2.29
128.902594315, 2.3
129.451220207, 2.31
129.997889083, 2.32
130.542607902, 2.33
131.085383572, 2.34
131.626222952, 2.35
132.165132853, 2.36
132.702120038, 2.37
133.237191222, 2.38
133.770353071, 2.39
134.301612207, 2.4
134.830975204, 2.41
135.35844859, 2.42
135.884038846, 2.43
136.40775241, 2.44
136.929595675, 2.45
137.449574987, 2.46
137.96769665, 2.47
138.483966923, 2.48
138.998392024, 2.49
139.510978125, 2.5
140.021731357, 2.51
140.530657809, 2.52
141.037763526, 2.53
141.543054513, 2.54
142.046536735, 2.55
142.548216114, 2.56
143.048098532, 2.57
143.546189831, 2.58
144.042495814, 2.59
144.537022243, 2.6
145.029774842, 2.61
145.520759294, 2.62
146.009981247, 2.63
146.497446309, 2.64
146.983160048, 2.65
147.467127997, 2.66
147.949355652, 2.67
148.429848471, 2.68
148.908611874, 2.69
149.385651247, 2.7
149.860971938, 2.71
150.334579262, 2.72
150.806478494, 2.73
151.276674878, 2.74
151.745173621, 2.75
152.211979896, 2.76
152.67709884, 2.77
153.140535559, 2.78
153.602295122, 2.79
154.062382567, 2.8
154.520802897, 2.81
154.977561082, 2.82
155.432662061, 2.83
155.886110737, 2.84
156.337911985, 2.85
156.788070645, 2.86
157.236591525, 2.87
157.683479405, 2.88
158.128739029, 2.89
158.572375114, 2.9
159.014392344, 2.91
159.454795372, 2.92
159.893588823, 2.93
160.33077729, 2.94
160.766365336, 2.95
161.200357496, 2.96
161.632758274, 2.97
162.063572145, 2.98
162.492803557, 2.99
162.920456927, 3.0
163.346536645, 3.01
163.77104707, 3.02
164.193992536, 3.03
164.615377348, 3.04
165.035205784, 3.05
165.453482092, 3.06
165.870210497, 3.07
166.285395192, 3.08
166.699040347, 3.09
167.111150103, 3.1
167.521728577, 3.11
167.930779857, 3.12
168.338308007, 3.13
168.744317063, 3.14
169.148811037, 3.15
169.551793916, 3.16
169.953269659, 3.17
170.353242204, 3.18
170.751715459, 3.19
171.148693311, 3.2
171.544179621, 3.21
171.938178226, 3.22
172.330692938, 3.23
172.721727546, 3.24
173.111285814, 3.25
173.499371483, 3.26
173.88598827, 3.27
174.271139869, 3.28
174.654829951, 3.29
175.037062162, 3.3
175.417840128, 3.31
175.79716745, 3.32
176.175047708, 3.33
176.551484458, 3.34
176.926481234, 3.35
177.300041549, 3.36
177.672168893, 3.37
178.042866735, 3.38
178.412138522, 3.39
178.779987679, 3.4
179.146417609, 3.41
179.511431696, 3.42
179.875033301, 3.43
180.237225764, 3.44
180.598012407, 3.45
180.957396527, 3.46
181.315381403, 3.47
181.671970294, 3.48
182.027166437, 3.49
182.380973052, 3.5
182.733393334, 3.51
183.084430463, 3.52
183.434087597, 3.53
183.782367874, 3.54
184.129274414, 3.55
184.474810316, 3.56
184.818978663, 3.57
185.161782514, 3.58
185.503224913, 3.59
185.843308884, 3.6
186.182037431, 3.61
186.519413542, 3.62
186.855440185, 3.63
187.190120309, 3.64
187.523456846, 3.65
187.855452709, 3.66
188.186110794, 3.67
188.515433977, 3.68
188.84342512, 3.69
189.170087064, 3.7
189.495422634, 3.71
189.819434636, 3.72
190.14212586, 3.73
190.46349908, 3.74
190.783557051, 3.75
191.10230251, 3.76
191.41973818, 3.77
191.735866765, 3.78
192.050690954, 3.79
192.364213417, 3.8
192.676436811, 3.81
192.987363773, 3.82
193.296996926, 3.83
193.605338876, 3.84
193.912392214, 3.85
194.218159513, 3.86
194.522643331, 3.87
194.825846211, 3.88
195.12777068, 3.89
